Sent,Recv
137,38
137,0
139,38
139,38
147,0
144,38
143,38
146,38
145,38
151,0
148,38
152,38
154,38
155,38
155,38
156,38
158,0
158,38
159,0
164,38
162,38
162,38
164,38
168,38
168,38
169,38
168,38
171,38
169,38
171,38
174,0
174,38
171,0
172,38
174,0
178,0
171,38
176,38
172,38
174,38
174,38
174,38
174,38
175,0
173,0
171,38
175,38
174,38
174,0
169,38
172,38
171,38
167,38
168,38
167,38
170,38
169,38
161,38
168,38
160,38
163,0
162,38
156,38
158,38
156,0
156,38
154,38
154,38
151,38
149,38
150,38
148,0
147,38
143,38
141,38
140,38
139,0
140,38
139,38
136,38
138,0
136,38
133,38
130,0
134,38
129,38
129,38
127,37
125,0
123,38
126,38
122,0
129,37
120,37
119,37
122,0
123,37
119,0
120,37
115,37
116,37
115,37
113,37
116,37
111,0
113,37
114,37
113,37
115,0
114,37
115,37
114,37
115,37
112,37
113,37
113,37
112,0
111,37
111,37
110,37
112,37
111,37
110,37
109,37
108,37
112,37
111,37
109,37
112,37
109,0
108,0
112,37
109,37
109,37
110,37
112,0
110,37
108,37
111,37
109,37
114,37
110,37
106,37
111,37
114,37
113,37
114,37
108,37
112,37
109,37
110,37
108,37
109,37
109,37
112,37
112,0
111,37
108,0
110,37
109,0
112,37
113,37
112,37
109,37
105,37
107,37
113,37
110,37
109,37
114,37
113,37
111,37
110,37
110,37
111,37
114,0
111,37
112,37
113,37
108,37
112,37
110,37
106,37
107,37
109,37
112,37
111,37
111,0
115,37
108,0
111,32
111,0
110,37
111,37
108,37
114,37
110,37
115,37
111,37
113,37
111,37
111,37
110,32
111,37
112,32
110,37
111,37
110,37
116,37
111,37
114,37
111,37
112,37
109,37
111,37
112,37
115,37
112,37
114,37
113,37
115,37
111,0
116,37
111,37
110,37
109,37
116,37
113,37
111,0
114,37
113,37
116,37
109,37
111,37
111,37
108,37
114,37
111,37
113,37
117,37
111,37
111,37
112,37
114,37
111,37
111,0
114,37
113,37
108,37
110,37
115,37
113,32
111,37
112,37
112,37
114,37
110,0
111,37
113,37
112,37
114,37
110,37
113,37
115,37
114,37
113,37
112,37
111,37
113,0
115,0
113,37
111,37
112,37
113,37
112,37
114,37
114,37
115,37
116,37
115,37
111,37
112,37
113,37
113,37
111,37
113,37
113,37
113,37
114,37
117,37
115,37
120,37
116,37
115,37
116,37
118,37
118,0
122,37
117,37
122,0
121,37
119,37
124,37
126,37
123,0
126,37
124,37
126,37
131,37
130,0
129,38
133,38
132,38
133,38
136,38
133,38
135,0
137,38
139,38
139,0
136,0
139,37
135,37
139,37
133,37
137,37
133,0
137,38
133,0
129,37
129,0
130,37
130,37
126,37
126,0
126,37
124,37
120,37
120,37
121,37
122,37
122,37
120,37
119,37
119,0
116,37
116,0
115,0
114,37
117,37
116,37
117,37
116,37
116,37
116,0
115,37
116,37
114,37
116,37
116,0
114,0
115,37
114,37
114,37
113,37
117,37
117,37
116,37
119,37
115,37
121,37
115,37
116,37
114,37
116,0
117,37
115,37
119,37
116,37
116,0
114,37
116,37
115,37
114,37
114,37
121,37
115,38
113,0
114,37
115,37
117,37
117,37
117,37
114,37
116,37
113,37
113,37
112,37
110,37
113,37
